text,label,subtype
"I get anxious thoughts and they leave me feeling drained afterward. It’s quite tiring",mixed_anxiety_primary,anxious_exhaustion
"My mind keeps going over things and it makes me feel low as well. It’s hard to switch off",mixed_anxiety_primary,rumination_and_sadness
"I feel uneasy about upcoming things and it lowers my mood a bit. It stays with me",mixed_anxiety_primary,worry_with_low_mood
"I feel anxious and end up feeling exhausted from it. It takes a toll",mixed_anxiety_primary,anxious_exhaustion
"I keep thinking about things repeatedly and it brings a low feeling with it. It’s draining",mixed_anxiety_primary,rumination_and_sadness
"I feel worried and then notice my mood drop slightly after. It happens often",mixed_anxiety_primary,worry_with_low_mood
"I get anxious about everyday things and it leaves me feeling very tired. It builds up",mixed_anxiety_primary,anxious_exhaustion
"My thoughts keep looping and it makes me feel a bit sad as well. It’s difficult to break",mixed_anxiety_primary,rumination_and_sadness
"I feel uneasy about small things and it affects my mood more than I expect. It lingers",mixed_anxiety_primary,worry_with_low_mood
"I feel anxious quite often and it leaves me feeling drained afterward. It’s noticeable"
"I find myself worrying about little things and then feeling slightly low afterward. It seems to come in waves",mixed_anxiety_primary,worry_with_low_mood
"I feel a mix of emotions and can’t quite pin down what’s what. It changes throughout the day",mixed_balanced,emotional_confusion
"My mood seems to go up and down without a clear reason. It’s a bit hard to follow",mixed_balanced,fluctuating_mood
"I feel both stressed and slightly low at the same time. They seem evenly balanced",mixed_balanced,stress_and_low_mood_equal
"I can’t really describe how I feel lately. It’s like everything is mixed together",mixed_balanced,emotional_confusion
"My mood shifts from okay to slightly low and back again. It happens pretty often",mixed_balanced,fluctuating_mood
"I feel stress and a bit of low mood at the same time. Neither really stands out more",mixed_balanced,stress_and_low_mood_equal
"I’m not sure how to label how I feel right now. It’s a bit unclear and mixed",mixed_balanced,emotional_confusion
"My emotions seem to change during the day without much reason. It’s noticeable",mixed_balanced,fluctuating_mood
"I feel a combination of stress and low mood together. It’s hard to separate them",mixed_balanced,stress_and_low_mood_equal
"I feel a bit confused about my emotions lately. Nothing feels clearly one way",mixed_balanced,emotional_confusion
"My mood goes back and forth between feeling fine and slightly off. It’s inconsistent",mixed_balanced,fluctuating_mood
"I feel both stressed and a little low at the same time. It feels evenly split",mixed_balanced,stress_and_low_mood_equal
"I’m unsure how to describe my feelings right now. They don’t seem clear",mixed_balanced,emotional_confusion
"My mood seems to shift throughout the day. I can’t really predict it",mixed_balanced,fluctuating_mood
"I feel stress and low mood together without one taking over. It’s balanced",mixed_balanced,stress_and_low_mood_equal
"I feel like my emotions are a bit jumbled lately. It’s hard to explain",mixed_balanced,emotional_confusion
"My mood changes from one moment to the next without much reason. It’s odd",mixed_balanced,fluctuating_mood
"I feel both pressure and a slight low mood at the same time. They feel equal",mixed_balanced,stress_and_low_mood_equal
"I can’t quite make sense of how I feel recently. It feels mixed and unclear",mixed_balanced,emotional_confusion
"My mood shifts between okay and slightly low during the day. It’s noticeable",mixed_balanced,fluctuating_mood
"I feel stress and low mood at similar levels. Neither seems stronger",mixed_balanced,stress_and_low_mood_equal
"I feel a bit unsure about my emotions. They don’t feel consistent",mixed_balanced,emotional_confusion
"My mood seems to move up and down without warning. It’s unpredictable",mixed_balanced,fluctuating_mood
"I feel both stressed and a bit low in equal amounts. It’s hard to separate them",mixed_balanced,stress_and_low_mood_equal
"I’m having trouble understanding my feelings lately. They feel mixed together",mixed_balanced,emotional_confusion
"My mood changes slightly throughout the day. It’s not very steady",mixed_balanced,fluctuating_mood
"I feel stress and low mood at the same time without one standing out. It’s even",mixed_balanced,stress_and_low_mood_equal
"I feel confused about how I’m feeling overall. It doesn’t seem clear",mixed_balanced,emotional_confusion
"My emotions seem to shift during the day without a clear cause. It’s noticeable",mixed_balanced,fluctuating_mood
"I feel both stress and a low mood together. They seem balanced equally",mixed_balanced,stress_and_low_mood_equal
"I can’t quite figure out my emotions lately. They feel mixed and unclear",mixed_balanced,emotional_confusion
"My mood goes up and down a bit during the day. It’s not consistent",mixed_balanced,fluctuating_mood
"I feel stress and a slight low mood at the same time. They feel evenly matched",mixed_balanced,stress_and_low_mood_equal
